A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/4.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/4.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Shanghai,PM2.5,1/23/2017 20:00,2017,1,23,20,25,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2017 21:00,2017,1,23,21,17,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2017 22:00,2017,1,23,22,16,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/23/2017 23:00,2017,1,23,23,23,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 0:00,2017,1,24,0,22,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 1:00,2017,1,24,1,20,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 2:00,2017,1,24,2,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 3:00,2017,1,24,3,19,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 4:00,2017,1,24,4,18,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 5:00,2017,1,24,5,23,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 6:00,2017,1,24,6,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 7:00,2017,1,24,7,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 8:00,2017,1,24,8,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 9:00,2017,1,24,9,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 10:00,2017,1,24,10,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 11:00,2017,1,24,11,28,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 12:00,2017,1,24,12,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 13:00,2017,1,24,13,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 14:00,2017,1,24,14,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 15:00,2017,1,24,15,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 16:00,2017,1,24,16,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 17:00,2017,1,24,17,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 18:00,2017,1,24,18,51,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 19:00,2017,1,24,19,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 20:00,2017,1,24,20,58,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 21:00,2017,1,24,21,63,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 22:00,2017,1,24,22,70,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/24/2017 23:00,2017,1,24,23,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 0:00,2017,1,25,0,70,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 1:00,2017,1,25,1,74,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 2:00,2017,1,25,2,73,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 3:00,2017,1,25,3,75,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 4:00,2017,1,25,4,76,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 5:00,2017,1,25,5,70,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 6:00,2017,1,25,6,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 7:00,2017,1,25,7,66,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 8:00,2017,1,25,8,55,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 9:00,2017,1,25,9,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 10:00,2017,1,25,10,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 11:00,2017,1,25,11,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 12:00,2017,1,25,12,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 13:00,2017,1,25,13,57,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 14:00,2017,1,25,14,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 15:00,2017,1,25,15,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 16:00,2017,1,25,16,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 17:00,2017,1,25,17,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 18:00,2017,1,25,18,63,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 19:00,2017,1,25,19,69,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 20:00,2017,1,25,20,70,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 21:00,2017,1,25,21,74,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 22:00,2017,1,25,22,74,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/25/2017 23:00,2017,1,25,23,75,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 0:00,2017,1,26,0,77,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 1:00,2017,1,26,1,72,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 2:00,2017,1,26,2,74,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 3:00,2017,1,26,3,71,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 4:00,2017,1,26,4,74,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 5:00,2017,1,26,5,66,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 6:00,2017,1,26,6,72,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 7:00,2017,1,26,7,68,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 8:00,2017,1,26,8,65,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 9:00,2017,1,26,9,55,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 10:00,2017,1,26,10,51,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 11:00,2017,1,26,11,45,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 12:00,2017,1,26,12,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 13:00,2017,1,26,13,61,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 14:00,2017,1,26,14,45,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 15:00,2017,1,26,15,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 16:00,2017,1,26,16,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 17:00,2017,1,26,17,52,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 18:00,2017,1,26,18,63,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 19:00,2017,1,26,19,56,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/26/2017 20:00,2017,1,26,20,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,1/26/2017 21:00,2017,1,26,21,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,1/26/2017 22:00,2017,1,26,22,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,1/26/2017 23:00,2017,1,26,23,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 0:00,2017,1,27,0,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,1/27/2017 1:00,2017,1,27,1,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 2:00,2017,1,27,2,43,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 3:00,2017,1,27,3,45,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 4:00,2017,1,27,4,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 5:00,2017,1,27,5,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 6:00,2017,1,27,6,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 7:00,2017,1,27,7,69,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 8:00,2017,1,27,8,111,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 9:00,2017,1,27,9,178,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 10:00,2017,1,27,10,145,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 11:00,2017,1,27,11,90,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 12:00,2017,1,27,12,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 13:00,2017,1,27,13,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 14:00,2017,1,27,14,28,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 15:00,2017,1,27,15,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 16:00,2017,1,27,16,20,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 17:00,2017,1,27,17,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 18:00,2017,1,27,18,20,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 19:00,2017,1,27,19,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 20:00,2017,1,27,20,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 21:00,2017,1,27,21,18,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 22:00,2017,1,27,22,16,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/27/2017 23:00,2017,1,27,23,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 0:00,2017,1,28,0,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 1:00,2017,1,28,1,23,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 2:00,2017,1,28,2,20,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 3:00,2017,1,28,3,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 4:00,2017,1,28,4,25,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 5:00,2017,1,28,5,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 6:00,2017,1,28,6,36,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 7:00,2017,1,28,7,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 8:00,2017,1,28,8,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 9:00,2017,1,28,9,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 10:00,2017,1,28,10,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 11:00,2017,1,28,11,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 12:00,2017,1,28,12,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 13:00,2017,1,28,13,36,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 14:00,2017,1,28,14,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 15:00,2017,1,28,15,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 16:00,2017,1,28,16,43,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 17:00,2017,1,28,17,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 18:00,2017,1,28,18,43,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 19:00,2017,1,28,19,40,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 20:00,2017,1,28,20,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 21:00,2017,1,28,21,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 22:00,2017,1,28,22,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/28/2017 23:00,2017,1,28,23,40,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 0:00,2017,1,29,0,33,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 1:00,2017,1,29,1,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 2:00,2017,1,29,2,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 3:00,2017,1,29,3,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 4:00,2017,1,29,4,33,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 5:00,2017,1,29,5,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 6:00,2017,1,29,6,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 7:00,2017,1,29,7,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 8:00,2017,1,29,8,44,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 9:00,2017,1,29,9,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 10:00,2017,1,29,10,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 11:00,2017,1,29,11,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 12:00,2017,1,29,12,40,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 13:00,2017,1,29,13,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 14:00,2017,1,29,14,61,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 15:00,2017,1,29,15,97,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 16:00,2017,1,29,16,136,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 17:00,2017,1,29,17,146,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 18:00,2017,1,29,18,177,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 19:00,2017,1,29,19,150,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 20:00,2017,1,29,20,98,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 21:00,2017,1,29,21,56,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 22:00,2017,1,29,22,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/29/2017 23:00,2017,1,29,23,17,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 0:00,2017,1,30,0,18,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 1:00,2017,1,30,1,12,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 2:00,2017,1,30,2,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 3:00,2017,1,30,3,33,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 4:00,2017,1,30,4,45,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 5:00,2017,1,30,5,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 6:00,2017,1,30,6,52,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 7:00,2017,1,30,7,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 8:00,2017,1,30,8,52,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 9:00,2017,1,30,9,45,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 10:00,2017,1,30,10,44,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 11:00,2017,1,30,11,43,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 12:00,2017,1,30,12,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 13:00,2017,1,30,13,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 14:00,2017,1,30,14,23,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 15:00,2017,1,30,15,19,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 16:00,2017,1,30,16,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 17:00,2017,1,30,17,19,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 18:00,2017,1,30,18,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 19:00,2017,1,30,19,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 20:00,2017,1,30,20,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 21:00,2017,1,30,21,19,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 22:00,2017,1,30,22,17,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/30/2017 23:00,2017,1,30,23,19,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 0:00,2017,1,31,0,17,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 1:00,2017,1,31,1,16,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 2:00,2017,1,31,2,18,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 3:00,2017,1,31,3,12,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 4:00,2017,1,31,4,14,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 5:00,2017,1,31,5,16,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 6:00,2017,1,31,6,20,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 7:00,2017,1,31,7,16,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 8:00,2017,1,31,8,17,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 9:00,2017,1,31,9,16,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 10:00,2017,1,31,10,11,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 11:00,2017,1,31,11,22,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 12:00,2017,1,31,12,19,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 13:00,2017,1,31,13,22,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 14:00,2017,1,31,14,23,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 15:00,2017,1,31,15,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 16:00,2017,1,31,16,23,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 17:00,2017,1,31,17,12,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 18:00,2017,1,31,18,20,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 19:00,2017,1,31,19,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 20:00,2017,1,31,20,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 21:00,2017,1,31,21,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 22:00,2017,1,31,22,19,µg/m³,1 Hr,Valid
Shanghai,PM2.5,1/31/2017 23:00,2017,1,31,23,18,µg/m³,1 Hr,Valid
